FIS1013a-006	0.9997
FIS1013a-007	0.9998
FIS1013a-008	0.9997
FIS1013a-009	0.9983
FIS1013a-010	0.9998
FIS1013a-011	0.9995
FIS1013a-012	0.9983
FIS1013a-013	0.9140
FIS1013a-014	0.9501
FIS1013a-015	0.9996
FIS1013a-016	0.9998
FIS1013a-017	0.9993
FIS1013a-018	0.9998
FIS1013a-019	0.9999
FIS1013a-020	0.9998
FIS1013a-021	0.8280
FIS1013a-022	0.9990
FIS1013a-023	0.9999
FIS1013a-024	0.9837
FIS1013a-025	0.9906
FIS1013a-026	0.9965
FIS1013a-027	0.9989
FIS1013a-028	0.9998
FIS1013a-029	0.9994
FIS1013a-030	0.9996
GOO0423-001s	0.2331
GOO0423-002s	0.2070
GOO0423-003s	0.1797
GOO0423-004s	0.1326
GOO0423-006s	0.3498
GOO0423-007s	0.0841
GOO0423-008s	0.2212
GOO0423-009s	0.1587
GOO0423-010s	0.2170
GOO0423-011s	0.1500
GOO0423-012s	0.1439
GOO0423-013s	0.1750
GOO0423-014s	0.3111
GOO0423-015s	0.2676
GOO0423-016s	0.1564
GOO0423-018s	0.4462
GOO0423-019s	0.2222
GOO0423-020s	0.1208
GOO0423-021s	0.1872
GOO0423-022s	0.1793
GOO0423-023s	0.2159
GOO0423-024s	0.2878
GOO0423-025s	0.2748
GOO0423-026s	0.2255
GOO0423-027s	0.1370
GOO0423-028s	0.2458
GOO0423-029s	0.1848
GOO0423-030s	0.2151
GOO0423-031s	0.1253
GOO0423-032s	0.2361
GOO0423-033s	0.3598
GOO0423-034s	0.1905
GOO0423-035s	0.4437
GOO0423-036s	0.1497
GOO0423-037s	0.0105
GOO0423-038s	0.2177
GOO0423-039s	0.1438
GOO0423-040s	0.2345
GOO0423-041s	0.2534
GOO0423-042s	0.3106
GOO0423-043s	0.0669
GOO0423-044s	0.1181
GOO0423-045s	0.1247
GOO23a-10	0.2176
GOO23a-11	0.1583
GOO23a-12	0.1553
GOO23a-13	0.2083
GOO23a-14	0.2667
GOO23a-15	0.2361
GOO23a-16	0.2809
GOO23a-17	0.3152
GOO23a-18	0.1798
GOO23a-19	0.1524
GOO23a-1	0.3863
GOO23a-20	0.2683
GOO23a-21	0.3951
GOO23a-22	0.1414
GOO23a-23	0.1477
GOO23a-24	0.2811
GOO23a-25	0.1956
GOO23a-26	0.1782
GOO23a-27	0.2014
GOO23a-28	0.1974
GOO23a-29	0.2832
GOO23a-2	0.2940
GOO23a-30	0.2301
GOO23a-32	0.3239
GOO23a-33	0.2363
GOO23a-34	0.1198
GOO23a-35	0.2351
GOO23a-36	0.2410
GOO23a-37	0.2737
GOO23a-38	0.4565
GOO23a-3	0.3231
GOO23a-4	0.3770
GOO23a-5	0.2479
GOO23a-6	0.2771
GOO23a-7	0.4761
GOO23a-8	0.1353
GOO23a-9	0.1568
HAM0423-001s	0.1769
HAM0423-002s	0.1886
HAM0423-003s	0.2374
HAM0423-004s	0.1984
HAM0423-005s	0.1013
HAM0423-006s	0.2458
HAM0423-007s	0.1782
HAM0423-008s	0.2472
HAM0423-009s	0.1367
HAM0423-010s	0.1171
HAM0423-011s	0.1031
HAM0423-012s	0.1542
HAM0423-013s	0.2038
HAM0423-014s	0.2436
HAM0423-015s	0.2881
HAM0423-016s	0.3286
HAM0423-017s	0.2102
HAM0423-018s	0.1619
HAM0423-019s	0.2951
